text,selected_text,sentiment
snuggl back everyon tell get ive year x,snuggl back everyon tell get ive year,neutral
internet servic act strang earthquak found submarin fiber optic cabl got damag,internet servic act strang earthquak found submarin fiber optic cabl got damag,neutral
dinner ali tonight celebr first day new job near trader joe might stop,celebr first day,positive
peopl recommend other follow like followfriday pic,peopl recommend other follow like followfriday pic,neutral
back long day naz gunna crash tomorrow mother day edit photo today hangin mom etc,long day,negative
wrote anoth song ran idea one bit,one bit,negative
know want stay cool day use shower gel bath wash peppermint,know want stay cool day use shower gel bath wash peppermint,neutral
move new apart excit,excit,positive
unfortun usual goe answer yesterday okay thing may look miss talk,unfortun,negative
feel like truck hit also resembl man hit truck,feel like truck hit,negative
miss soooo much gon na see month,miss soooo much,negative
heya hour famin start may nd gon na take part,heya hour famin start may nd gon na take part,neutral
balanc unfortun havent abl find card limit high enough transfer whole thing,unfortun,negative
work today car back perfect go random shop later,perfect,positive
girl need hug lost cell phone,girl need hug lost cell phone,neutral
unfortun see spread poo,unfortun,negative
oh see like morn right happi breakfast thumb,happi,positive
run thing tweet wish could get repli come philippin tweeet,run thing tweet wish could get repli come philippin tweeet,neutral
yeah know annoy good promo lost contact busi,yeah know annoy good promo lost contact busi,positive
hehe expert eh,n expert,positive
think rain kill phone,kill,negative
best sticker ever also dig hair gotten long sinc seen last,best sticker ever,positive
im write exam saturday illeg weekend,illeg,negative
nose safari park leah,nose safari park leah,neutral
happi mother day ur mom hope wonder day,wonder,positive
train least two gaggl teenag sit commut squish stand back least teenag let sit,train least two gaggl teenag sit commut squish stand back least teenag let sit,neutral
got ta terabyt space store movi,got ta terabyt space store movi,neutral
happi birthday great grandmoth bad news good day ame live,happi birthday great grandmoth bad news good day,neutral
tropic depress head east mrsal scare one welcom start hurrican season still look fl sub,tropic depress head east mrsal scare one welcom start hurrican season still look fl sub,neutral
chemo,chemo,neutral
heh thank ador plug cough info cough cough,thank,positive
fun night bekah talkin stuff wuv,fun,positive
_cordon lol welcom,_cordon lol welcom,neutral
headach headach go away come anoth day,headach,negative
make everyth fabul tonight,fabul,positive
life colleg stay home mom delay bash,life colleg stay home mom delay bash,neutral
need get away wish money go travel bit miss east coast friend,wish money go travel bit miss,negative
hella worth even need full,worth,positive
lol ebay laugh juuuuuust wait,lol ebay laugh juuuuuust wait,neutral
lot messag sweet yeah sayang,sweet,positive
love would never thought icarli version beani babi xd,love,positive
annoy start type comput middl night,annoy,negative
ouch use hate irat caller tri record get p ed etc,ouch use hate irat caller tri record get p ed etc,negative
ye final friday im stuck project,im stuck project,negative
get readi head camp allen unless someth chang mean phone servic hour,get readi head camp allen unless someth chang mean phone servic hour,neutral
glad could make,glad could make,positive
go gym earli tri get back shape husb got gift cert swim w dolphin bd need muscl,go gym earli tri get back shape husb got gift cert swim w dolphin bd need muscl,neutral
exactli week left sigma,exactli week left sigma,neutral
life fair feel,life fair feel,negative
dont feel good fuckkk,dont feel good fuckkk,negative
happi mother day,happi,positive
happi christma wait happi easel day serious happi mother day lmao,happi mother day,positive
hope review site,hope,positive
arriv singapor,arriv singapor,neutral
leatherman must realli anybodi never know might need one get job done,get job done,positive
still recouper holiday weekend wow never sunburnt realli hurt,still recouper holiday weekend wow never sunburnt realli hurt,neutral
gener apathet parti desert know fun age group gener myspac,gener apathet parti desert,negative
lol sunni yesterday igloo melt attack bush recov today thing chocolateland,lol sunni yesterday igloo melt attack bush recov today thing chocolateland,neutral
good star war day fonz day danc taco day whatev celebr good,good,positive
go drink tonight drink away blue,go drink tonight drink away blue,neutral
bruis knee make hard skate tomorrow,bruis,negative
mom said eat lot,mom said eat lot,neutral
good lord man recommend dark stormi casablanca,good lord man recommen,positive
mother song funni wrong funni heart,mother song funni wrong funni heart,neutral
junk food movi tshirt sweat way tonight would better someon hang,way tonight would better someon hang,positive
miss boo anoth note im soreadi game come tonight fox grill anyon,miss,negative
welcom first german follow mother hermin sudetenland came sweden refuge,welcom first german follow mother hermin sudetenland came sweden refuge,neutral
readi eastend go good one last bgt semi final final tomorrow night though excit stuff,good,positive
commun see one moder niandra told,commun see one moder niandra told,neutral
_peabodi pretti sure got sent home coupl time ti week rememb mari anto granni love around,pretti sure got sent home coupl time ti week rememb mari anto granni love around,neutral
yeah suck eh,suck,negative
pet get cancer,pet get cancer,neutral
would realli like work instead take nap,like,positive
parti awesom soooo tire bye ps happi momma day,parti awesom soooo tire bye ps happi momma day,positive
thank follow hmmmm twitter back ox,thank follow hmmmm twitter back ox,neutral
pgpm student pgpm student year back wish could stay one,wish,positive
oh spoil fun lol,oh spoil fun lol,negative
im go look like sun gone,im go look like sun gone,neutral
head spin math start dream formula good,good,negative
hey that good daughter still asleep son draw better feed v soon,ey that good,positive
past experi redhead eg discrimin even gener info bout ginger societi help,help,positive
aww sorri may lord give strength rest today,aww sorri may lord give strength rest today,neutral
great cant eve locat phone goe drain,great,positive
_ross look js code facebook notic js function nahh kid buddi told,kid,positive
cold,cold,neutral
hang school last day senior,hang school last day senior,neutral
happi star war day may fourth,happi,positive
thank hon project bra start today,thank,positive
hope ok miss doc better douchenozzl ill one right back,hope ok miss doc better douchenozzl ill one right back,neutral
brows digit art tutori like found hen site refresh knowledg skill,refresh,positive
day frisbe three night parti sprain ligament imagin better long weekend,imagin better long weekend,positive
mail someth got e mail probli mean get,probli mean get,negative
spent time explor atla hercul crater find thing uma oph ser caput saturn w fog eyepiec home,spent time explor atla hercul crater find thing uma oph ser caput saturn w fog eyepiec home,neutral
_daarl haha yah walk distanc hous mission tiki drive haha everi summer go like everi weekend,_daarl haha yah walk distanc hous mission tiki drive haha everi summer go like everi weekend,neutral
postieee,postieee,neutral
good glad got come talk walk lol becki holcomb lol,good glad got come talk walk lol becki holcomb lol,neutral
fml today suck hope danc bring soul pray im still sad hatee todayyyyyi,fml today suck hope danc bring soul pray im still sad hatee todayyyyyi,negative
realli wish could,realli wish could,positive
send love mother day wish happi day ahead,send love mother day wish happi day ahead,positive
avoid cinder block safe ny area danta porki upset beav gone,avoid cinder block safe ny area danta porki upset beav gone,neutral
welcom everyon playerst live twitter,welcom,positive
law week gon na go excit,excit,positive
look like schuhz arabyrd,look like schuhz arabyrd,neutral
problem flash isnt gpu acceler atom play youtub hd hulu hd fullscreen big deal plex,problem,negative
work secur club tonight first time work month interest oh hi kelsen,interest,positive
taylor swift belong amaz love mv,amaz,positive
illi note book one geek anoth keep good work sigh miss great espresso,good work,positive
rofl even kept insur payment im still like meh good thing appli day job pasi mo,good,positive
saw someth real sad lunch dog two broken back leg,sad,negative
actual peopl decis,actual peopl decis,neutral
know read almost tweet sort disgust eupham quit fun,know read almost tweet sort disgust eupham quit fun,neutral
believ leav place tomorrow,believ leav place tomorrow,neutral
gon na sound realli sad depress realli realli miss uncl sam,depress,negative
